,Timestamp,Unnamed: 0,NO2_µg_m3,Humidity,Temperature,Precipitation,NO_µg_m3,WindSpeed_m_s,Location,Latitude,Longitude,Elevation_m
6254,10/18/20 14:00,,15.8,67.9,16.7,0,26.3,3.8,"Codogno, Italy",45.1667,9.7,58
6255,10/18/20 15:00,,16.4,62.5,17.3,0,25.8,3.4,"Codogno, Italy",45.1667,9.7,58
6256,10/18/20 16:00,,22.6,62.3,17.2,0,31.8,3.2,"Codogno, Italy",45.1667,9.7,58
6257,10/18/20 17:00,,16.5,66.7,16.5,0,23.3,2,"Codogno, Italy",45.1667,9.7,58
6258,10/18/20 18:00,,58.9,84.7,14,0,105.4,1.1,"Codogno, Italy",45.1667,9.7,58
6259,10/18/20 19:00,,84.6,95.1,12.5,0,199.2,0.4,"Codogno, Italy",45.1667,9.7,58
6260,10/18/20 20:00,,72.5,99.3,11.7,0,194.9,1.2,"Codogno, Italy",45.1667,9.7,58
6261,10/18/20 21:00,,63.7,99.3,10.9,0,141.2,0.9,"Codogno, Italy",45.1667,9.7,58
6262,10/18/20 22:00,,52,99.3,10.3,0,93.1,2,"Codogno, Italy",45.1667,9.7,58
6263,10/18/20 23:00,,39,99.3,10,0,58.3,3.2,"Codogno, Italy",45.1667,9.7,58
6264,10/19/20 0:00,,30,99.4,10,0,40.4,1.1,"Codogno, Italy",45.1667,9.7,58
6265,10/19/20 1:00,,30.3,99.4,9.7,0,39.5,2.7,"Codogno, Italy",45.1667,9.7,58
6266,10/19/20 2:00,,32.9,99.4,9.5,0,44.4,1.6,"Codogno, Italy",45.1667,9.7,58
6267,10/19/20 3:00,,32.9,99.4,9,0,45,1.3,"Codogno, Italy",45.1667,9.7,58
6268,10/19/20 4:00,,30.8,99.4,8.7,0,46.3,0.8,"Codogno, Italy",45.1667,9.7,58
6269,10/19/20 5:00,,30,99.4,7.7,0,54.4,1.3,"Codogno, Italy",45.1667,9.7,58
6270,10/19/20 6:00,,35,99.4,7.1,0,78.6,1.6,"Codogno, Italy",45.1667,9.7,58
6271,10/19/20 7:00,,37,99.4,6.9,0,100.8,1.8,"Codogno, Italy",45.1667,9.7,58
6272,10/19/20 8:00,,37.6,99.4,6.7,0,137.4,2.6,"Codogno, Italy",45.1667,9.7,58
6273,10/19/20 9:00,,30.9,99.5,8.1,0,83,1.9,"Codogno, Italy",45.1667,9.7,58
6274,10/19/20 10:00,,28.7,99.4,10.4,0,79.1,1.9,"Codogno, Italy",45.1667,9.7,58
6275,10/19/20 11:00,,30,97.4,13,0,80.7,3.1,"Codogno, Italy",45.1667,9.7,58
6276,10/19/20 12:00,,25.4,95.2,13.4,0,54,2.8,"Codogno, Italy",45.1667,9.7,58
6277,10/19/20 13:00,,26.8,88.3,14.6,0,47.9,2.4,"Codogno, Italy",45.1667,9.7,58
6278,10/19/20 14:00,,26.3,75,16.5,0,44.7,2.6,"Codogno, Italy",45.1667,9.7,58
6279,10/19/20 15:00,,19.9,69.9,16.9,0,31.1,2.4,"Codogno, Italy",45.1667,9.7,58
6280,10/19/20 16:00,,20.8,68.1,16.3,0,29.6,2.5,"Codogno, Italy",45.1667,9.7,58
6281,10/19/20 17:00,,25.9,72.5,15.7,0,33.7,1.8,"Codogno, Italy",45.1667,9.7,58
6282,10/19/20 18:00,,56.4,86.7,14.2,0,95.7,1.3,"Codogno, Italy",45.1667,9.7,58
6283,10/19/20 19:00,,73.4,92.7,13.7,0,165.4,1.8,"Codogno, Italy",45.1667,9.7,58
6284,10/19/20 20:00,,54.6,98.9,13.3,0,79.7,1.3,"Codogno, Italy",45.1667,9.7,58
6285,10/19/20 21:00,,50.2,99.3,12.9,0,89.4,1.1,"Codogno, Italy",45.1667,9.7,58
6286,10/19/20 22:00,,42.8,99.3,12.3,0,60.5,1.4,"Codogno, Italy",45.1667,9.7,58
6287,10/19/20 23:00,,42.7,99.4,11.1,0,69.7,2.4,"Codogno, Italy",45.1667,9.7,58
6288,10/20/20 0:00,,36.9,99.4,10.1,0,51.7,1.1,"Codogno, Italy",45.1667,9.7,58
6289,10/20/20 1:00,,32.3,-999,-999,0,42.3,1.1,"Codogno, Italy",45.1667,9.7,58
6290,10/20/20 2:00,,33.3,99.4,10.1,0,45.9,0.9,"Codogno, Italy",45.1667,9.7,58
6291,10/20/20 3:00,,29.1,99.4,10.4,0,38.6,1.1,"Codogno, Italy",45.1667,9.7,58
6292,10/20/20 4:00,,27.1,99.4,9.9,0,37.9,1.5,"Codogno, Italy",45.1667,9.7,58
6293,10/20/20 5:00,,26.4,99.5,9.3,0,41.6,1.8,"Codogno, Italy",45.1667,9.7,58
6294,10/20/20 6:00,,30,99.5,9,0,71,1.4,"Codogno, Italy",45.1667,9.7,58
6295,10/20/20 7:00,,29.4,99.5,8.1,0,83.5,1.2,"Codogno, Italy",45.1667,9.7,58
6296,10/20/20 8:00,,32.8,99.5,8.1,0,108.9,0.9,"Codogno, Italy",45.1667,9.7,58
6297,10/20/20 9:00,,37.2,99.4,9.7,0,121.8,1.3,"Codogno, Italy",45.1667,9.7,58
6298,10/20/20 10:00,,46.1,99.3,11.5,0,144.5,3.1,"Codogno, Italy",45.1667,9.7,58
6299,10/20/20 11:00,,47.6,96.3,12.7,0,130.1,2.6,"Codogno, Italy",45.1667,9.7,58
6300,10/20/20 12:00,,44.6,93.4,13.3,0,99.9,1.7,"Codogno, Italy",45.1667,9.7,58
6301,10/20/20 13:00,,45.4,90.6,13.7,0,101.2,1.6,"Codogno, Italy",45.1667,9.7,58
6302,10/20/20 14:00,,41.2,87,14.5,0,69.6,1.6,"Codogno, Italy",45.1667,9.7,58
6303,10/20/20 15:00,,57,89.3,14.5,0,115.8,1.8,"Codogno, Italy",45.1667,9.7,58
6304,10/20/20 16:00,,51.9,90.6,14.5,0,84.7,2.3,"Codogno, Italy",45.1667,9.7,58
6305,10/20/20 17:00,,49,93.2,14.2,0,76.2,1.8,"Codogno, Italy",45.1667,9.7,58
6306,10/20/20 18:00,,59.1,94.2,13.6,0,148,2,"Codogno, Italy",45.1667,9.7,58
6307,10/20/20 19:00,,53.8,98.7,13.3,0,141.6,1.3,"Codogno, Italy",45.1667,9.7,58
6308,10/20/20 20:00,,51.2,99.3,13.2,0,141.3,1.5,"Codogno, Italy",45.1667,9.7,58
6309,10/20/20 21:00,,47.8,99.3,13.1,0,100.2,1.8,"Codogno, Italy",45.1667,9.7,58
6310,10/20/20 22:00,,45.9,99.3,13,0,83.4,2.4,"Codogno, Italy",45.1667,9.7,58
6311,10/20/20 23:00,,43.9,99.3,12.7,0,98.4,1.4,"Codogno, Italy",45.1667,9.7,58
6312,10/21/20 0:00,,40.2,99.3,12.7,0,67.5,1.3,"Codogno, Italy",45.1667,9.7,58
6313,10/21/20 1:00,,33.3,99.3,12.5,0,59.8,1.1,"Codogno, Italy",45.1667,9.7,58
6314,10/21/20 2:00,,29.4,99.4,11,0,55.8,1.6,"Codogno, Italy",45.1667,9.7,58
6315,10/21/20 3:00,,28.5,99.4,10.6,0,59.4,1.2,"Codogno, Italy",45.1667,9.7,58
6316,10/21/20 4:00,,27.5,99.4,10.1,0,62,1.8,"Codogno, Italy",45.1667,9.7,58
6317,10/21/20 5:00,,26.9,99.5,9.5,0,39.3,1.7,"Codogno, Italy",45.1667,9.7,58
6318,10/21/20 6:00,,26.6,99.5,9,0,41.8,1.6,"Codogno, Italy",45.1667,9.7,58
6319,10/21/20 7:00,,32.1,99.5,9.1,0,78.5,1.6,"Codogno, Italy",45.1667,9.7,58
6320,10/21/20 8:00,,34.2,99.5,9.1,0,103.1,1.4,"Codogno, Italy",45.1667,9.7,58
6321,10/21/20 9:00,,30.8,99.5,10.4,0,75.7,3.7,"Codogno, Italy",45.1667,9.7,58
6322,10/21/20 10:00,,24.7,99.4,12.6,0,55.4,2.1,"Codogno, Italy",45.1667,9.7,58
6323,10/21/20 11:00,,27.8,94.6,15,0,60.1,2.4,"Codogno, Italy",45.1667,9.7,58
6324,10/21/20 12:00,,35.2,79.2,16.8,0,71.1,2.4,"Codogno, Italy",45.1667,9.7,58
6325,10/21/20 13:00,,24.7,69.6,17.9,0,40.4,3.1,"Codogno, Italy",45.1667,9.7,58
6326,10/21/20 14:00,,29.4,68,18.1,0,43.5,3.8,"Codogno, Italy",45.1667,9.7,58
6327,10/21/20 15:00,,29.2,68.1,17.9,0,41.1,3.5,"Codogno, Italy",45.1667,9.7,58
6328,10/21/20 16:00,,39.1,73,16.8,0,56,3.3,"Codogno, Italy",45.1667,9.7,58
6329,10/21/20 17:00,,49.5,78.4,16,0,74.3,2.8,"Codogno, Italy",45.1667,9.7,58
6330,10/21/20 18:00,,45.9,82.7,15.3,0,59.2,3.3,"Codogno, Italy",45.1667,9.7,58
6331,10/21/20 19:00,,42.3,87,14.7,0,55.6,3,"Codogno, Italy",45.1667,9.7,58
6332,10/21/20 20:00,,38.6,92.2,14.2,0,47.6,3.6,"Codogno, Italy",45.1667,9.7,58
6333,10/21/20 21:00,,35.9,93.4,13.7,0,44.7,3.4,"Codogno, Italy",45.1667,9.7,58
6334,10/21/20 22:00,,36.1,97.7,12.8,0,47.7,3,"Codogno, Italy",45.1667,9.7,58
6335,10/21/20 23:00,,34.2,99.1,12.6,0,45,3.3,"Codogno, Italy",45.1667,9.7,58
6336,10/22/20 0:00,,28.8,99.3,12.1,0,36.6,3.5,"Codogno, Italy",45.1667,9.7,58
6337,10/22/20 1:00,,29,99.3,11.5,0,35.1,4,"Codogno, Italy",45.1667,9.7,58
6338,10/22/20 2:00,,25.1,99.4,11,0,29.9,3.4,"Codogno, Italy",45.1667,9.7,58
6339,10/22/20 3:00,,23.3,99.4,11.1,0,28.2,3.2,"Codogno, Italy",45.1667,9.7,58
6340,10/22/20 4:00,,24.5,99.4,10.7,0,31.6,2.5,"Codogno, Italy",45.1667,9.7,58
6341,10/22/20 5:00,,24.4,99.4,10.6,0,36.3,2.2,"Codogno, Italy",45.1667,9.7,58
6342,10/22/20 6:00,,25.7,99.4,10.6,0,56.1,3.7,"Codogno, Italy",45.1667,9.7,58
6343,10/22/20 7:00,,29,99.4,11.4,0,98.9,4,"Codogno, Italy",45.1667,9.7,58
6344,10/22/20 8:00,,34.3,99.4,12.3,0,93.7,3.2,"Codogno, Italy",45.1667,9.7,58
6345,10/22/20 9:00,,30.4,99.3,12.9,0,66.8,3.4,"Codogno, Italy",45.1667,9.7,58
6346,10/22/20 10:00,,26.3,99.3,13.6,0,53.7,3.8,"Codogno, Italy",45.1667,9.7,58
6347,10/22/20 11:00,,24.1,99.1,14.2,0,46.8,4.5,"Codogno, Italy",45.1667,9.7,58
6348,10/22/20 12:00,,22.2,97.4,14.4,0,36.6,4.7,"Codogno, Italy",45.1667,9.7,58
6349,10/22/20 13:00,,24.6,95.2,14.7,0,37.1,3.7,"Codogno, Italy",45.1667,9.7,58
6350,10/22/20 14:00,,27.1,93.8,14.8,0,39,3.7,"Codogno, Italy",45.1667,9.7,58
6351,10/22/20 15:00,,25.2,94.7,14.7,0,36.3,3.7,"Codogno, Italy",45.1667,9.7,58
6352,10/22/20 16:00,,29.7,98.4,14.5,0,39.2,4.2,"Codogno, Italy",45.1667,9.7,58
6353,10/22/20 17:00,,30.2,99.3,14,0,40.1,3.3,"Codogno, Italy",45.1667,9.7,58
6354,10/22/20 18:00,,34.2,99.4,13.7,0,43.6,3.4,"Codogno, Italy",45.1667,9.7,58
6355,10/22/20 19:00,,32,99.4,13.7,0,40.5,2.9,"Codogno, Italy",45.1667,9.7,58
6356,10/22/20 20:00,,30,99.4,13.6,0,37.4,2.3,"Codogno, Italy",45.1667,9.7,58
6357,10/22/20 21:00,,29.7,99.4,13.5,0,38.6,3.2,"Codogno, Italy",45.1667,9.7,58
6358,10/22/20 22:00,,23,99.4,13.3,0,28.9,3.1,"Codogno, Italy",45.1667,9.7,58
6359,10/22/20 23:00,,21.1,99.4,13,0,26.8,2.5,"Codogno, Italy",45.1667,9.7,58
6360,10/23/20 0:00,,17,99.4,12.9,0,21.6,2.1,"Codogno, Italy",45.1667,9.7,58
6361,10/23/20 1:00,,15.5,99.4,12.8,0,21,2.3,"Codogno, Italy",45.1667,9.7,58
6362,10/23/20 2:00,,14.2,99.4,12.7,0,18.8,1.6,"Codogno, Italy",45.1667,9.7,58
6363,10/23/20 3:00,,14.4,99.4,12.8,0,19.3,1.1,"Codogno, Italy",45.1667,9.7,58
6364,10/23/20 4:00,,15.4,99.4,12.8,0,20.8,1.8,"Codogno, Italy",45.1667,9.7,58
6365,10/23/20 5:00,,18.6,99.4,12.8,0,25.4,0.8,"Codogno, Italy",45.1667,9.7,58
6366,10/23/20 6:00,,23,99.5,12.8,0,31.3,1.2,"Codogno, Italy",45.1667,9.7,58
6367,10/23/20 7:00,,31.7,99.4,12.8,0,47.9,1.1,"Codogno, Italy",45.1667,9.7,58
6368,10/23/20 8:00,,33.4,99.4,12.8,0,78.9,1.4,"Codogno, Italy",45.1667,9.7,58
6369,10/23/20 9:00,,33.8,99.5,12.8,0,71.8,2.6,"Codogno, Italy",45.1667,9.7,58
6370,10/23/20 10:00,,34.9,99.5,12.7,0,76.5,3.7,"Codogno, Italy",45.1667,9.7,58
6371,10/23/20 11:00,,35.9,99.5,12.9,0,87.7,4.3,"Codogno, Italy",45.1667,9.7,58
6372,10/23/20 12:00,,35.2,99.5,13.1,0.8,89.5,3,"Codogno, Italy",45.1667,9.7,58
6373,10/23/20 13:00,,34.3,99.5,13.2,0.4,92.3,2.9,"Codogno, Italy",45.1667,9.7,58
6374,10/23/20 14:00,,35.6,99.4,13.4,0.2,88.5,2.9,"Codogno, Italy",45.1667,9.7,58
6375,10/23/20 15:00,,38.1,99.4,13.5,0,78.8,3.1,"Codogno, Italy",45.1667,9.7,58
6376,10/23/20 16:00,,43.1,99.4,13.5,0,95.8,2.9,"Codogno, Italy",45.1667,9.7,58
6377,10/23/20 17:00,,43.8,99.4,13.4,0,87.4,2.4,"Codogno, Italy",45.1667,9.7,58
6378,10/23/20 18:00,,44.5,99.4,13.3,0,87.6,3.2,"Codogno, Italy",45.1667,9.7,58
6379,10/23/20 19:00,,45.2,99.4,13.2,0,87.8,2.9,"Codogno, Italy",45.1667,9.7,58
6380,10/23/20 20:00,,44.3,99.4,13.2,0.2,74.2,3.2,"Codogno, Italy",45.1667,9.7,58
6381,10/23/20 21:00,,33.8,99.4,13.3,0,49.1,3,"Codogno, Italy",45.1667,9.7,58
6382,10/23/20 22:00,,33.4,99.4,13.3,0,49.9,3,"Codogno, Italy",45.1667,9.7,58
6383,10/23/20 23:00,,27,99.5,13.2,0,38.3,2.3,"Codogno, Italy",45.1667,9.7,58
6384,10/24/20 0:00,,30.1,99.5,13,0,38,2.7,"Codogno, Italy",45.1667,9.7,58
6385,10/24/20 1:00,,28.3,99.5,12.9,0,34.6,1.9,"Codogno, Italy",45.1667,9.7,58
6386,10/24/20 2:00,,26.7,99.5,12.9,0,33.5,1.6,"Codogno, Italy",45.1667,9.7,58
6387,10/24/20 3:00,,28.4,99.5,13,0,35.6,2.1,"Codogno, Italy",45.1667,9.7,58
6388,10/24/20 4:00,,30.1,99.5,13.1,0,36,1.8,"Codogno, Italy",45.1667,9.7,58
6389,10/24/20 5:00,,29.4,99.5,13,0,36.4,2.7,"Codogno, Italy",45.1667,9.7,58
6390,10/24/20 6:00,,28.8,99.5,13.1,0,41.6,2.1,"Codogno, Italy",45.1667,9.7,58
6391,10/24/20 7:00,,28.9,99.5,12.8,0,45,2.5,"Codogno, Italy",45.1667,9.7,58
6392,10/24/20 8:00,,30,99.5,13,0,74.6,2.6,"Codogno, Italy",45.1667,9.7,58
6393,10/24/20 9:00,,25.5,99.4,13.3,0,46.7,3.5,"Codogno, Italy",45.1667,9.7,58
6394,10/24/20 10:00,,22.4,99.4,13.6,0,37.9,3.8,"Codogno, Italy",45.1667,9.7,58
6395,10/24/20 11:00,,23.2,99.3,14.1,0,37.1,3.2,"Codogno, Italy",45.1667,9.7,58
6396,10/24/20 12:00,,23.3,99.2,15.1,0,39.5,2.4,"Codogno, Italy",45.1667,9.7,58
6397,10/24/20 13:00,,20.7,99.1,15.3,0,32.5,4.5,"Codogno, Italy",45.1667,9.7,58
6398,10/24/20 14:00,,17.8,94.7,15.9,0,28,4.5,"Codogno, Italy",45.1667,9.7,58
6399,10/24/20 15:00,,16.7,90.4,16.2,0,25.6,3.6,"Codogno, Italy",45.1667,9.7,58
6400,10/24/20 16:00,,16.9,86.8,16.4,0,25.7,2.6,"Codogno, Italy",45.1667,9.7,58
6401,10/24/20 17:00,,26,90,15.9,0,42,1.8,"Codogno, Italy",45.1667,9.7,58
6402,10/24/20 18:00,,39,98.7,14.2,0,70.9,2.3,"Codogno, Italy",45.1667,9.7,58
6403,10/24/20 19:00,,37.1,99.3,14,0,53.1,2.1,"Codogno, Italy",45.1667,9.7,58
6404,10/24/20 20:00,,38.4,99.3,13.4,0,62.8,1.6,"Codogno, Italy",45.1667,9.7,58
6405,10/24/20 21:00,,25.1,99.4,12.6,0,34.6,1.1,"Codogno, Italy",45.1667,9.7,58
6406,10/24/20 22:00,,30.1,99.4,11.9,0,60.7,0.9,"Codogno, Italy",45.1667,9.7,58
6407,10/24/20 23:00,,27.8,99.4,11.1,0,55.8,1.4,"Codogno, Italy",45.1667,9.7,58
6408,10/25/20 0:00,,26,99.4,10.7,0,40.7,2.4,"Codogno, Italy",45.1667,9.7,58
6409,10/25/20 1:00,,24.6,99.5,10.2,0,35.8,1.3,"Codogno, Italy",45.1667,9.7,58
6410,10/25/20 2:00,,20,99.5,9.4,0,26.9,1.1,"Codogno, Italy",45.1667,9.7,58
6411,10/25/20 3:00,,19.5,99.5,9.2,0,27.2,1.5,"Codogno, Italy",45.1667,9.7,58
6412,10/25/20 4:00,,22.4,99.5,8.8,0,34.2,1.5,"Codogno, Italy",45.1667,9.7,58
6413,10/25/20 5:00,,22.8,99.5,8.8,0,36.2,1.1,"Codogno, Italy",45.1667,9.7,58
6414,10/25/20 6:00,,23.5,99.5,9.3,0,41.1,2.7,"Codogno, Italy",45.1667,9.7,58
6415,10/25/20 7:00,,25.9,99.5,9.8,0.2,53,1.1,"Codogno, Italy",45.1667,9.7,58
6416,10/25/20 8:00,,22.2,99.5,10.1,0,47.1,2.6,"Codogno, Italy",45.1667,9.7,58
6417,10/25/20 9:00,,18.2,99.5,11.2,0,35.1,2.4,"Codogno, Italy",45.1667,9.7,58
6418,10/25/20 10:00,,19.6,99.5,11.9,0,34.3,2,"Codogno, Italy",45.1667,9.7,58
6419,10/25/20 11:00,,16.2,99.5,12.4,0,32.8,1.6,"Codogno, Italy",45.1667,9.7,58
6420,10/25/20 12:00,,17.6,99.5,13.9,0,33.9,2.3,"Codogno, Italy",45.1667,9.7,58
6421,10/25/20 13:00,,15.2,96.9,16.5,0,26.1,3.4,"Codogno, Italy",45.1667,9.7,58
6422,10/25/20 14:00,,16.1,93.6,16.7,0,24.9,2.8,"Codogno, Italy",45.1667,9.7,58
6423,10/25/20 15:00,,15.7,84.6,17.7,0,23.5,2.6,"Codogno, Italy",45.1667,9.7,58
6424,10/25/20 16:00,,21.9,87.7,17.1,0,31.8,1.9,"Codogno, Italy",45.1667,9.7,58
6425,10/25/20 17:00,,31.1,94.5,16.4,0,42.4,1.6,"Codogno, Italy",45.1667,9.7,58
6426,10/25/20 18:00,,41.6,98.9,15.7,0,62.6,1.2,"Codogno, Italy",45.1667,9.7,58
6427,10/25/20 19:00,,42.7,99.3,15.1,0,64,1.9,"Codogno, Italy",45.1667,9.7,58
6428,10/25/20 20:00,,39.3,99.3,15,0,65,2.2,"Codogno, Italy",45.1667,9.7,58
6429,10/25/20 21:00,,35.1,99.4,14.7,0,52.9,1.7,"Codogno, Italy",45.1667,9.7,58
6430,10/25/20 22:00,,33.1,99.4,14.3,0,56.9,2.6,"Codogno, Italy",45.1667,9.7,58
6431,10/25/20 23:00,,31.9,99.3,14.4,0,49.2,4.4,"Codogno, Italy",45.1667,9.7,58
6432,10/26/20 0:00,,23.8,99.3,14.3,0,30.3,4.5,"Codogno, Italy",45.1667,9.7,58
6433,10/26/20 1:00,,15,99.3,14.3,0,19.2,4.2,"Codogno, Italy",45.1667,9.7,58
6434,10/26/20 2:00,,15.2,99.3,13.8,0.4,19,3.7,"Codogno, Italy",45.1667,9.7,58
6435,10/26/20 3:00,,20.2,99.4,13.8,0,24.4,5.4,"Codogno, Italy",45.1667,9.7,58
6436,10/26/20 4:00,,18.5,99.4,13.9,0,22.5,6.3,"Codogno, Italy",45.1667,9.7,58
6437,10/26/20 5:00,,19.6,99.4,14,0,23.9,6.2,"Codogno, Italy",45.1667,9.7,58
6438,10/26/20 6:00,,23.4,99.4,13.9,0,32.2,5.3,"Codogno, Italy",45.1667,9.7,58
6439,10/26/20 7:00,,25.4,99.4,14,0.4,40.5,8.2,"Codogno, Italy",45.1667,9.7,58
6440,10/26/20 8:00,,27.7,99.4,13.7,0.4,50.5,8.9,"Codogno, Italy",45.1667,9.7,58
6441,10/26/20 9:00,,25.7,99.3,13.7,0,51.7,10.9,"Codogno, Italy",45.1667,9.7,58
6442,10/26/20 10:00,,27.1,99.3,13.9,0,57.1,10,"Codogno, Italy",45.1667,9.7,58
6443,10/26/20 11:00,,31,96.5,14.5,0,65.2,11.8,"Codogno, Italy",45.1667,9.7,58
6444,10/26/20 12:00,,33.7,98,14.6,0,69.8,9,"Codogno, Italy",45.1667,9.7,58
6445,10/26/20 13:00,,37.4,99.3,14.6,0.6,78.9,3.9,"Codogno, Italy",45.1667,9.7,58
6446,10/26/20 14:00,,41.2,99.4,14.5,1.8,94.7,8.4,"Codogno, Italy",45.1667,9.7,58
6447,10/26/20 15:00,,32.6,99.4,14.7,0,66.3,8.5,"Codogno, Italy",45.1667,9.7,58
6448,10/26/20 16:00,,32.9,99.4,14.6,1.2,66.3,6.9,"Codogno, Italy",45.1667,9.7,58
6449,10/26/20 17:00,,38.1,99.4,14.5,2,74.9,6.3,"Codogno, Italy",45.1667,9.7,58
6450,10/26/20 18:00,,34.2,99.4,14.3,3.2,65.1,4.4,"Codogno, Italy",45.1667,9.7,58
6451,10/26/20 19:00,,44.1,99.4,14.1,1,81.9,5.7,"Codogno, Italy",45.1667,9.7,58
6452,10/26/20 20:00,,34.2,99.4,14,0.2,65.1,5.5,"Codogno, Italy",45.1667,9.7,58
6453,10/26/20 21:00,,25.2,99.4,13.9,0,39.2,4.9,"Codogno, Italy",45.1667,9.7,58
6454,10/26/20 22:00,,24.1,99.4,14,0.4,33.3,3.1,"Codogno, Italy",45.1667,9.7,58
6455,10/26/20 23:00,,22.9,99.4,13.8,0,33.2,2.1,"Codogno, Italy",45.1667,9.7,58
6456,10/27/20 0:00,,17.1,99.4,13.5,0.2,23.2,1.8,"Codogno, Italy",45.1667,9.7,58
6457,10/27/20 1:00,,14.9,99.4,13.4,0.2,19.2,3.4,"Codogno, Italy",45.1667,9.7,58
6458,10/27/20 2:00,,17.1,99.4,13.3,0.2,21.8,8.1,"Codogno, Italy",45.1667,9.7,58
6459,10/27/20 3:00,,13.8,99.4,11.8,0,17.7,7,"Codogno, Italy",45.1667,9.7,58
6460,10/27/20 4:00,,7.7,99.4,10.4,0,10.7,7.4,"Codogno, Italy",45.1667,9.7,58
6461,10/27/20 5:00,,8.7,99.3,10.3,0.2,11.9,7.2,"Codogno, Italy",45.1667,9.7,58
6462,10/27/20 6:00,,9.9,99,10,0.2,13.3,5.6,"Codogno, Italy",45.1667,9.7,58
6463,10/27/20 7:00,,16.8,99.2,9.1,0,23.1,4.6,"Codogno, Italy",45.1667,9.7,58
6464,10/27/20 8:00,,26.2,96.4,9.4,0,32.7,4,"Codogno, Italy",45.1667,9.7,58
6465,10/27/20 9:00,,24.7,98.6,9.9,0,33.5,6.4,"Codogno, Italy",45.1667,9.7,58
6466,10/27/20 10:00,,23.7,99.3,10.2,0,31.5,5,"Codogno, Italy",45.1667,9.7,58
6467,10/27/20 11:00,,23.1,99,11.1,0,32.6,5.1,"Codogno, Italy",45.1667,9.7,58
6468,10/27/20 12:00,,20.9,87.5,13.2,0,31.1,5.7,"Codogno, Italy",45.1667,9.7,58
6469,10/27/20 13:00,,14.8,74.5,14.6,0,24.5,4.3,"Codogno, Italy",45.1667,9.7,58
6470,10/27/20 14:00,,13.5,74,14.7,0,21.1,3.8,"Codogno, Italy",45.1667,9.7,58
6471,10/27/20 15:00,,16.5,66.4,15.6,0,24,2.8,"Codogno, Italy",45.1667,9.7,58
6472,10/27/20 16:00,,25,64.4,15.6,0,39.7,1.7,"Codogno, Italy",45.1667,9.7,58
6473,10/27/20 17:00,,23.2,69.3,15,0,35.6,1.6,"Codogno, Italy",45.1667,9.7,58
6474,10/27/20 18:00,,69.9,91.9,12.4,0,248.5,1.4,"Codogno, Italy",45.1667,9.7,58
6475,10/27/20 19:00,,69.4,99,11.1,0,296.2,1.1,"Codogno, Italy",45.1667,9.7,58
6476,10/27/20 20:00,,63.9,99.3,10.1,0,274.1,1.3,"Codogno, Italy",45.1667,9.7,58
6477,10/27/20 21:00,,52.5,99.4,9.7,0,215.3,2.2,"Codogno, Italy",45.1667,9.7,58
6478,10/27/20 22:00,,46.5,99.4,9.2,0,138.1,1,"Codogno, Italy",45.1667,9.7,58
6479,10/27/20 23:00,,41.6,99.4,8.6,0,105.2,3.5,"Codogno, Italy",45.1667,9.7,58
6480,10/28/20 0:00,,35.8,99.4,8,0,75.3,1.9,"Codogno, Italy",45.1667,9.7,58
6481,10/28/20 1:00,,31.3,99.5,7.8,0,71.7,1.8,"Codogno, Italy",45.1667,9.7,58
6482,10/28/20 2:00,,27.3,99.5,7.3,0,56.7,1.5,"Codogno, Italy",45.1667,9.7,58
6483,10/28/20 3:00,,23.7,99.5,6.7,0,41.5,1.5,"Codogno, Italy",45.1667,9.7,58
6484,10/28/20 4:00,,23.5,99.5,6.6,0,35.6,2,"Codogno, Italy",45.1667,9.7,58
6485,10/28/20 5:00,,24.3,99.5,6.5,0,35.7,1.8,"Codogno, Italy",45.1667,9.7,58
6486,10/28/20 6:00,,23.7,99.5,6.2,0,46.2,1.8,"Codogno, Italy",45.1667,9.7,58
6487,10/28/20 7:00,,28.8,99.5,6.1,0,94.6,1.6,"Codogno, Italy",45.1667,9.7,58
6488,10/28/20 8:00,,29.9,99.5,6.5,0,135.5,1.9,"Codogno, Italy",45.1667,9.7,58
6489,10/28/20 9:00,,26,99.5,8.3,0,96.7,2.1,"Codogno, Italy",45.1667,9.7,58
6490,10/28/20 10:00,,38.4,99.5,10.9,0,76,3.9,"Codogno, Italy",45.1667,9.7,58
6491,10/28/20 11:00,,21.6,96.7,13,0,43.9,3.5,"Codogno, Italy",45.1667,9.7,58
6492,10/28/20 12:00,,23.3,82.9,15.1,0,45,3,"Codogno, Italy",45.1667,9.7,58
6493,10/28/20 13:00,,22,67.8,16.6,0,37.9,3,"Codogno, Italy",45.1667,9.7,58
6494,10/28/20 14:00,,18.8,61.7,17.2,0,31.6,3.2,"Codogno, Italy",45.1667,9.7,58
6495,10/28/20 15:00,,19.8,58.6,17.8,0,31.3,3.4,"Codogno, Italy",45.1667,9.7,58
6496,10/28/20 16:00,,17.8,56.4,17.5,0,25.9,2.7,"Codogno, Italy",45.1667,9.7,58
6497,10/28/20 17:00,,30,69.9,15.7,0,41,1.6,"Codogno, Italy",45.1667,9.7,58
6498,10/28/20 18:00,,82.6,88.6,13.3,0,295.3,1.9,"Codogno, Italy",45.1667,9.7,58
6499,10/28/20 19:00,,64.3,96.5,12.4,0,160.9,1.7,"Codogno, Italy",45.1667,9.7,58
6500,10/28/20 20:00,,58.2,97.4,11.8,0,141.6,1.5,"Codogno, Italy",45.1667,9.7,58
